Source,Package name,Package ID,ISBN,Unformatted ISBN,Book Title,Year,ISSN,Series Title,Volume,Imprint,Available Online,Status,Remarks,Shortcut URL
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-801773-9,9780128017739,Food Safety in the 21st Century,2016,,,,Academic Press,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128017739
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-802725-7,9780128027257,Prebiotics and Probiotics in Human Milk,2016,,,,Academic Press,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128027257
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-800886-7,9780128008867,Diagnostic Molecular Pathology,2016,,,,Academic Press,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128008867
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-1-907568-63-3,9781907568633,High-Throughput Formulation Development of Biopharmaceuticals,2015,,,,Woodhead Publishing,14-Oct-2016,Active,Added in September 2016,http://www.sciencedirect.com/science/book/9781907568633
S&T,eBook - Biomedical Science and Medicine 2016,EBCBSM16,978-0-12-801304-5,9780128013045,Understanding Pulmonary Pathology,2017,,,,Academic Press,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128013045
S&T,eBook - Biomedical Science and Medicine 2016,EBCBSM16,978-0-12-802708-0,9780128027080,Aneurysms-Osteoarthritis Syndrome,2017,,,,Elsevier,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128027080
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-802042-5,9780128020425,Building a Practical Information Security Program,2015,,,,Syngress,14-Oct-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128020425
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-803773-7,9780128037737,Handbook of System Safety and Security,2016,,,,Syngress,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128037737
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-804412-4,9780128044124,Sentiment Analysis in Social Networks,2017,,,,Morgan Kaufmann,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128044124
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-0-12-803011-0,9780128030110,Sensitivity Analysis in Earth Observation Modelling,2017,,,,Elsevier,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128030110
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-0-12-803386-9,9780128033869,Sediment Provenance,2017,,,,Elsevier,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128033869
S&T,eBook - Energy 2016,EBCEN16,978-0-12-803095-0,9780128030950,Advanced Reservoir and Production Engineering for Coal Bed Methane,2017,,,,Gulf Professional Publishing,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128030950
S&T,eBook - Energy 2016,EBCEN16,978-0-12-805343-0,9780128053430,Smart Energy Grid Engineering,2017,,,,Academic Press,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128053430
S&T,eBook - Engineering 2016,EBCE16,978-0-08-100305-3,9780081003053,Compact Heat Exchangers (Second Edition),2016,,,,Butterworth-Heinemann,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081003053
S&T,eBook - Engineering 2016,EBCE16,978-0-08-100877-5,9780081008775,Essential MATLAB for Engineers and Scientists (Sixth Edition),2017,,,,Academic Press,14-Oct-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081008775
S&T,eBook - Engineering 2016,EBCE16,978-0-08-100880-5,9780081008805,Fast and Effective Embedded Systems Design (Second Edition),2017,,,,Newnes,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780081008805
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803802-4,9780128038024,Experimental Methods in Orthopaedic Biomechanics,2017,,,,Academic Press,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128038024
S&T,eBook - Engineering 2016,EBCE16,978-0-12-804524-4,9780128045244,Handbook of Low Carbon Concrete,2017,,,,Butterworth-Heinemann,14-Oct-2016,Active,Added in September 2016,http://www.sciencedirect.com/science/book/9780128045244
S&T,eBook - Engineering 2016,EBCE16,978-1-78548-152-9,9781785481529,"Reliability, Robustness and Failure Mechanisms of LED Devices",2016,,,,Elsevier,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781785481529
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-810389-0,9780128103890,Sustainable Shale Oil and Gas,2017,,,,Elsevier,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128103890
S&T,eBook - Finance 2016,EBCF16,978-0-12-801504-9,9780128015049,The Measurement of Health and Health Status,2017,,,,Academic Press,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128015049
S&T,eBook - Finance 2016,EBCF16,978-0-12-805479-6,9780128054796,Bank Risk Management in Developing Economies,2017,,,,Academic Press,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128054796
S&T,eBook - Materials Science 2016,EBCMS16,978-0-08-100411-1,9780081004111,Advanced High Strength Natural Fibre Composites in Construction,2017,,,,Woodhead Publishing,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081004111
S&T,eBook - Materials Science 2016,EBCMS16,978-0-08-100986-4,9780081009864,Sustainable Construction Materials: Copper Slag,2017,,,,Woodhead Publishing,14-Oct-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081009864
S&T,eBook - Materials Science 2016,EBCMS16,978-0-12-805368-3,9780128053683,Friction Stir Welding of 2XXX Aluminum Alloys Including Al-Li Alloys,2017,,,,Butterworth-Heinemann,14-Oct-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128053683
S&T,eBook - Materials Science 2016,EBCMS16,978-0-323-37829-1,9780323378291,Supra-Materials Nanoarchitectonics,2017,,Micro and Nano Technologies,,William Andrew Publishing,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780323378291
S&T,eBook - Materials Science 2016,EBCMS16,978-0-323-41481-4,9780323414814,Industrial Applications of Carbon Nanotubes,2017,,Micro and Nano Technologies,,Elsevier,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780323414814
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-801814-9,9780128018149,Innovative Approaches in Drug Discovery,2017,,,,Academic Press,14-Oct-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128018149
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-804598-5,9780128045985,Neurotoxicity of Nanomaterials and Nanomedicine,2017,,,,Academic Press,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128045985
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-804731-6,9780128047316,How to Develop Robust Solid Oral Dosage Forms from Conception to Post-Approval,2017,,,,Academic Press,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128047316
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-809216-3,9780128092163,Preserving the Promise,2017,,,,Academic Press,14-Oct-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128092163
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-101921-4,9780081019214,"Bridges, Pathways and Transitions",2017,,,,Chandos Publishing,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780081019214
S&T,eBook - Social Sciences 2016,EBCSS16,978-1-84334-621-0,9781843346210,Managing Academic Libraries,2017,,Chandos Information Professional Series,,Chandos Publishing,14-Oct-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9781843346210
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-802973-2,9780128029732,Neuroepidemiology,2016,0072-9752,Handbook of Clinical Neurology,138,Elsevier,13-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128029732
S&T,eBook - Neuroscience 2016,EBCN16,978-0-444-63437-5,9780444634375,Neuro-Otology,2016,0072-9752,Handbook of Clinical Neurology,137,Elsevier,13-Sep-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780444634375
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-0-12-803241-1,9780128032411,Geofluids,2015,,Vapor-Liquid Equilibrium Data Bibliography,,Elsevier,13-Nov-2015,Inactive,Withdrawn in December 2015,http://www.sciencedirect.com/science/book/9780128032411
HS,eBook - German Medical Collection 2016,EBCHSGER16,978-3-437-45022-8,9783437450228,Körperlernen,2015,,,,Urban & Fischer,13-May-2016,Active,,http://www.sciencedirect.com/science/book/9783437450228
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-801916-0,9780128019160,Food Hygiene and Toxicology in Ready-to-Eat Foods,2016,,,,Academic Press,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128019160
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-804129-1,9780128041291,Mass Spectrometry,2016,,,,Elsevier,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128041291
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-12-805412-3,9780128054123,Guide to the Practical Use of Chemicals in Refineries and Pipelines,2016,,,,Gulf Professional Publishing,13-May-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128054123
S&T,eBook - Chemical Engineering 2016,EBCCE16,978-0-444-63589-1,9780444635891,Mineral Processing Design and Operations (Second Edition),2016,,,,Elsevier,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780444635891
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-803663-1,9780128036631,Pervasive Computing,2016,,Intelligent Data-Centric Systems,,Academic Press,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128036631
S&T,eBook - Computer Science 2016,EBCCS16,978-0-12-804456-8,9780128044568,Os X Incident Response,2016,,,,Syngress,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128044568
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-0-12-802020-3,9780128020203,Geological Controls for Gas Hydrates and Unconventionals,2016,,,,Elsevier,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128020203
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-0-12-805329-4,9780128053294,Essentials of Mineral Exploration and Evaluation,2016,,,,Elsevier,13-May-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128053294
S&T,eBook - Earth and Planetary Sciences 2016,EBCEPS16,978-0-444-63658-4,9780444636584,Gold Ore Processing (Second Edition),2016,,,,Elsevier,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780444636584
S&T,eBook - Engineering 2016,EBCE16,978-0-12-804221-2,9780128042212,System Verification (Second Edition),2016,,,,Academic Press,13-May-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128042212
S&T,eBook - Engineering 2016,EBCE16,978-0-12-805427-7,9780128054277,Gas and Oil Reliability Engineering (Second Edition),2016,,,,Gulf Professional Publishing,13-May-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128054277
S&T,eBook - Engineering 2016,EBCE16,978-0-12-809331-3,9780128093313,Practical Engineering Management of Offshore Oil and Gas Platforms,2016,,,,Gulf Professional Publishing,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128093313
S&T,eBook - Engineering 2016,EBCE16,978-1-56990-570-8,9781569905708,Injection Mold Design Engineering (Second Edition),2015,,,,Hanser,13-May-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9781569905708
S&T,eBook - Engineering 2016,EBCE16,978-1-56990-582-1,9781569905821,Additive Manufacturing,2015,,,,Hanser,13-May-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9781569905821
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-803388-3,9780128033883,Satellite Soil Moisture Retrieval,2016,,,,Elsevier,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128033883
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-803433-0,9780128034330,Biochar Application,2016,,,,Elsevier,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128034330
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-804450-6,9780128044506,Visibility,2016,,,,Elsevier,13-May-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780128044506
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-800109-7,9780128001097,Neuronal and Synaptic Dysfunction in Autism Spectrum Disorder and Intellectual Disability,2016,,,,Academic Press,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128001097
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-802001-2,9780128020012,Pediatric Brain Stimulation,2016,,,,Academic Press,13-May-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128020012
S&T,eBook - Chemistry 2016,EBCC16,978-0-444-63638-6,9780444636386,Resolving Spectral Mixtures,2016,0922-3487,Data Handling in Science and Technology,30,Elsevier,13-Aug-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780444636386
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-803265-7,9780128032657,Ecofriendly Pest Management for Food Security,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128032657
S&T,eBook - Energy 2016,EBCEN16,978-0-08-100252-0,9780081002520,Small Modular Reactors,2016,,,,Woodhead Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081002520
S&T,eBook - Energy 2016,EBCEN16,978-0-12-800219-3,9780128002193,Reservoir Engineering,2016,,,,Gulf Professional Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128002193
S&T,eBook - Energy 2016,EBCEN16,978-0-12-803216-9,9780128032169,Active Power Line Conditioners,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128032169
S&T,eBook - Energy 2016,EBCEN16,978-0-12-803848-2,9780128038482,Multiphase Fluid Flow in Porous and Fractured Reservoirs,2016,,,,Gulf Professional Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128038482
S&T,eBook - Energy 2016,EBCEN16,978-1-78242-375-1,9781782423751,Microbial Electrochemical and Fuel Cells,2016,,,,Woodhead Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781782423751
S&T,eBook - Energy 2016,EBCEN16,978-1-78242-378-2,9781782423782,Fuel Flexible Energy Generation,2016,,,,Woodhead Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781782423782
S&T,eBook - Engineering 2016,EBCE16,978-0-12-385132-1,9780123851321,Materials Processing,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780123851321
S&T,eBook - Engineering 2016,EBCE16,978-0-12-802413-3,9780128024133,Numerical Models for Submerged Breakwaters,2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128024133
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803476-7,9780128034767,Pavement Materials for Heat Island Mitigation,2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128034767
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803528-3,9780128035283,Modeling and Precision Control of Systems with Hysteresis,2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128035283
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803780-5,9780128037805,Rotary Kilns (Second Edition),2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128037805
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803909-0,9780128039090,Sustainable Power Technologies and Infrastructure,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128039090
S&T,eBook - Engineering 2016,EBCE16,978-0-12-803989-2,9780128039892,Liquid Acquisition Devices for Advanced In-Space Cryogenic Propulsion Systems,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128039892
S&T,eBook - Engineering 2016,EBCE16,978-0-12-804040-9,9780128040409,Environmental Impact of Mining and Mineral Processing,2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128040409
S&T,eBook - Engineering 2016,EBCE16,978-0-323-37125-4,9780323371254,Manufacturing and Novel Applications of Multilayer Polymer Films,2016,,,,William Andrew Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780323371254
S&T,eBook - Engineering 2016,EBCE16,978-1-85617-808-2,9781856178082,Surface Production Operations,2016,,,,Gulf Professional Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781856178082
S&T,eBook - Engineering 2016,EBCE16,978-1-895198-91-1,9781895198911,Handbook of Fillers (Fourth Edition),2016,,,,ChemTec Publishing,12-Feb-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9781895198911
S&T,eBook - Environmental Science 2016,EBCES16,978-0-12-803404-0,9780128034040,Experiencing Climate Change in Bangladesh,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128034040
S&T,eBook - Finance 2016,EBCF16,978-0-12-803615-0,9780128036150,Handbook of Environmental and Sustainable Finance,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128036150
S&T,eBook - Finance 2016,EBCF16,978-0-12-803660-0,9780128036600,Assessing the Impact of Foreign Aid,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128036600
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-801245-1,9780128012451,The Crime Scene,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128012451
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-801475-2,9780128014752,Forensic Plant Science,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128014752
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-801924-5,9780128019245,Security Litigation,2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128019245
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-802396-9,9780128023969,Security Operations Management (Third Edition),2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128023969
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-802402-7,9780128024027,Relationship Inference with Familias and R,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128024027
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-802775-2,9780128027752,Workplace Safety,2016,,,,Butterworth-Heinemann,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128027752
S&T,eBook - Forensics and Security 2016,EBCFOR16,978-0-12-802924-4,9780128029244,Fundamentals of Polygraph Practice,2015,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128029244
S&T,eBook - Immunology and Microbiology 2016,EBCIM16,978-0-12-800964-2,9780128009642,Viral Pathogenesis (Third Edition),2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128009642
S&T,eBook - Immunology and Microbiology 2016,EBCIM16,978-0-12-801917-7,9780128019177,Systemic Lupus Erythematosus,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128019177
S&T,eBook - Materials Science 2016,EBCMS16,978-0-08-100619-1,9780081006191,Handbook of Friction Materials and their Applications,2016,,,,Woodhead Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081006191
S&T,eBook - Mathematics 2016,EBCM16,978-0-12-803652-5,9780128036525,"Boundary Value Problems for Systems of Differential, Difference and Fractional Equations",2016,,,,Elsevier,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128036525
S&T,eBook - Mathematics 2016,EBCM16,978-0-12-803732-4,9780128037324,Computational and Statistical Methods for Analysing Big Data with Applications,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128037324
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-418669-9,9780124186699,Atlas of Early Zebrafish Brain Development (Second Edition),2016,,,,Elsevier,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780124186699
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-800538-5,9780128005385,"Neuroscience of Pain, Stress, and Emotion",2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128005385
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-801386-1,9780128013861,The Neuronal Codes of the Cerebellum,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128013861
S&T,eBook - Neuroscience 2016,EBCN16,978-0-12-801393-9,9780128013939,Axons and Brain Architecture,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128013939
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-801024-2,9780128010242,Essential Chemistry for Formulators of Semisolid and Liquid Dosages,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128010242
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-801406-6,9780128014066,Engineered Nanoparticles,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128014066
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-0-12-801559-9,9780128015599,"Artificial Neural Network for Drug Design, Delivery and Disposition",2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128015599
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2016",EBCPTPS16,978-1-78242-338-6,9781782423386,Biomineralization and Biomaterials,2016,,,,Woodhead Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9781782423386
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801239-0,9780128012390,Laterality,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128012390
S&T,eBook - Psychology 2016,EBCP16,978-0-12-801303-8,9780128013038,Neuroeconomics of Prosocial Behavior,2015,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128013038
S&T,eBook - Psychology 2016,EBCP16,978-0-12-803377-7,9780128033777,Performance Psychology,2016,,,,Academic Press,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128033777
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100151-6,9780081001516,Managing eBook Metadata in Academic Libraries,2016,,,,Chandos Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081001516
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100153-0,9780081001530,Selecting and Implementing an Integrated Library System,2016,,,,Chandos Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081001530
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100156-1,9780081001561,Researching Developing Countries,2016,,,,Chandos Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081001561
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100171-4,9780081001714,The Invisible Librarian,2016,,,,Chandos Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081001714
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100172-1,9780081001721,The Copyright Librarian,2016,,,,Chandos Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081001721
S&T,eBook - Social Sciences 2016,EBCSS16,978-0-08-100555-2,9780081005552,The Mindful Librarian,2016,,,,Chandos Publishing,12-Feb-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081005552
HS,eBook - German Medical Collection 2016,EBCHSGER16,978-3-437-45265-9,9783437452659,LF Manuelle Medizin (Fünfte Ausgabe),2016,,,,Urban & Fischer,12-Aug-2016,Active,,http://www.sciencedirect.com/science/book/9783437452659
HS,eBook - Specialty Medicine 2016,EBCSM16,978-0-323-39277-8,9780323392778,Pediatric Sleep Pearls,2017,,,,Elsevier,12-Aug-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780323392778
HS,eBook - Specialty Medicine 2016,EBCSM16,978-0-7020-6285-8,9780702062858,Infectious Diseases (Fourth Edition),2017,,,,Elsevier,12-Aug-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780702062858
HS,eBook - Specialty Medicine 2016,EBCSM16,978-0-7020-6294-0,9780702062940,Nunn's Applied Respiratory Physiology (Eighth Edition),2017,,,,Elsevier,12-Aug-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780702062940
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-08-100220-9,9780081002209,Advances in Food Authenticity Testing,2016,,"Woodhead Publishing Series in Food Science, Technology and Nutrition",,Woodhead Publishing,12-Aug-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780081002209
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-08-100715-0,9780081007150,Steamed Breads,2017,,"Woodhead Publishing Series in Food Science, Technology and Nutrition",,Woodhead Publishing,12-Aug-2016,Active,Added in February 2016,http://www.sciencedirect.com/science/book/9780081007150
S&T,"eBook - Agricultural, Biological, and Food Sciences 2016",EBCABS16,978-0-12-803033-2,9780128030332,Insect Ecology (Fourth Edition),2017,,,,Academic Press,12-Aug-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128030332
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-802389-1,9780128023891,Chromatin Signaling and Diseases,2016,,,,Academic Press,12-Aug-2016,Active,Original frontlist title,http://www.sciencedirect.com/science/book/9780128023891
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2016",EBCBGMB16,978-0-12-802826-1,9780128028261,Mesenchymal Stromal Cells,2016,,,,Academic Press,12-Aug-2016,Active,Added in May 2016,http://www.sciencedirect.com/science/book/9780128028261
